id	rtAllCriticsRating	rtAllCriticsNumReviews	rtAllCriticsNumFresh	rtAllCriticsScore	rtAudienceRating	rtAudienceNumRatings	rtAudienceScore
6057	4.2	90	20	22	3	10252	59
6058	5	106	50	47	3.2	47391	70
6059	5.5	163	70	42	3.2	15473	63
6060	5.7	87	50	57	2.6	2775	39
6061	4.8	13	4	30	3.4	166	53
6062	7.5	97	91	93	3.6	5216	72
6063	6.1	63	43	68	3.5	5807	75
6064	7.4	9	9	100	0	0	0
6065	8	5	5	100	0	0	0
6066	6.9	7	6	85	0	0	0
6067	3.7	7	1	14	0	0	0
6068	0	0	0	0	0	0	0
6070	6.6	5	3	60	3.4	394	61
6072	0	3	3	100	0	0	0
6073	0	4	4	100	0	0	0
6074	7.3	32	30	93	3.1	2525	52
6075	0	0	0	0	0	0	0
6076	6.6	104	75	72	3.2	2061	52
6077	6.5	6	5	83	3.4	1485	61
6078	5.2	12	5	41	2.9	3121	39
6079	4	5	1	20	3	98	41
6080	0	0	0	0	0	0	0
6081	0	0	0	0	0	0	0
6082	7.1	12	12	100	3.5	162	64
6083	5.2	8	6	75	0	0	0
6084	7	14	13	92	3.2	1335	52
6086	0	4	1	25	0	0	0
6087	0	0	0	0	0	0	0
6088	0	0	0	0	0	0	0
6089	0	0	0	0	0	0	0
6090	0	1	1	100	0	0	0
6091	7.8	6	6	100	0	0	0
6092	5.8	9	6	66	3.3	3330	60
6093	5.8	10	5	50	0	0	0
6094	6.9	17	16	94	3.5	1091	67
6095	0	4	3	75	0	0	0
6096	4.6	16	5	31	3.4	534	61
6097	0	2	0	0	0	0	0
6099	1.4	7	0	0	0	0	0
6100	6.3	21	15	71	3.3	2757	58
6101	6.1	168	98	58	3	6895	52
6102	6.4	16	11	68	3.8	11307	83
6103	1.9	5	0	0	2.1	20	0
6104	0	2	2	100	0	0	0
6105	\N	\N	\N	\N	\N	\N	\N
6106	0	0	0	0	0	0	0
6107	6.8	9	6	66	3.8	345	72
6108	0	4	3	75	3.9	168	78
6109	5.8	27	13	48	3.4	725	61
6110	0	0	0	0	0	0	0
6111	0	3	0	0	0	0	0
6112	0	0	0	0	0	0	0
6113	6.2	6	4	66	3.5	398	61
6114	0	0	0	0	0	0	0
6115	6.4	22	16	72	3.3	320	58
6116	7.1	196	153	78	3.9	297546	86
6117	0	1	0	0	0	0	0
6118	7.6	6	5	83	0	0	0
6119	0	0	0	0	0	0	0
6120	0	0	0	0	0	0	0
6121	5.2	9	5	55	3.7	843	71
6122	8.8	13	13	100	3.7	1438	82
6123	7.4	10	9	90	4.3	1016	89
6124	0	1	0	0	0	0	0
6125	0	4	4	100	0	0	0
6126	7.4	8	6	75	4.1	643	87
6127	7.8	8	8	100	3.7	260	64
6128	\N	\N	\N	\N	\N	\N	\N
6129	0	0	0	0	0	0	0
6130	3.5	50	5	10	2.8	5503	46
6131	0	0	0	0	0	0	0
6132	0	4	0	0	0	0	0
6133	0	4	2	50	0	0	0
6134	0	1	1	100	0	0	0
6135	5.8	6	4	66	0	0	0
6137	0	1	0	0	0	0	0
6138	0	1	1	100	0	0	0
6139	0	4	3	75	0	0	0
6140	6.7	15	11	73	0	0	0
6141	4.8	42	17	40	3.2	5111	50
6142	0	0	0	0	0	0	0
6143	3.8	11	3	27	0	0	0
6144	0	0	0	0	0	0	0
6145	3.1	62	6	9	2.6	2557	30
6146	\N	\N	\N	\N	\N	\N	\N
6147	0	0	0	0	0	0	0
6148	7.6	10	9	90	0	0	0
6149	0	0	0	0	0	0	0
6150	5.1	8	3	37	3	305	38
6151	0	1	1	100	0	0	0
6152	2.8	5	1	20	0	0	0
6153	2	10	0	0	2.8	878	42
6154	5.4	81	35	43	3.5	3415	78
6155	5	145	62	42	3.4	131729	78
6156	6	145	95	65	3.1	25826	63
6157	5.2	210	93	44	2.8	46864	46
6158	4.4	85	16	18	2.9	4176	48
6159	6.9	110	78	70	3.9	2897	80
6160	7.1	61	50	81	4	313	86
6161	0	0	0	0	0	0	0
6162	7.4	57	48	84	3.3	32601	72
6163	6.8	71	52	73	3.8	6623	82
6164	\N	\N	\N	\N	\N	\N	\N
6166	3.9	22	5	22	2.7	11273	44
6167	\N	\N	\N	\N	\N	\N	\N
6168	0	4	1	25	0	0	0
6169	0	2	0	0	3.5	1102	77
6170	7.7	21	18	85	3.2	3574	76
6172	0	4	2	50	0	0	0
6173	6.4	10	7	70	3.6	744	73
6174	3.6	6	0	0	3	491	40
6175	0	0	0	0	0	0	0
6176	6	8	6	75	0	0	0
6177	0	3	1	33	0	0	0
6178	8	5	5	100	0	0	0
6179	5.3	8	5	62	3.1	695	51
6180	0	0	0	0	0	0	0
6181	7.6	9	8	88	0	0	0
6182	0	2	1	50	0	0	0
6183	7.1	23	21	91	3.8	3898	85
6184	7.8	22	19	86	3.6	3805	71
6185	5.8	127	73	57	3.1	2377	50
6186	3.5	119	9	7	3.5	2681	67
6187	4.2	153	30	19	3.6	17064	81
6188	5.6	165	99	60	3.7	85493	84
6190	7.1	51	43	84	3.6	186	59
6191	7.3	10	10	100	3.6	355	75
6192	7.6	55	53	96	4.1	1075	88
6193	4.6	44	15	34	3.9	3976	87
6194	4.9	70	17	24	3.6	697	68
6195	7.2	64	53	82	3.5	316	66
6196	4.5	118	31	26	3.2	15487	61
6197	7.5	126	107	84	3.3	4398	67
6198	6.4	8	6	75	3.4	430	61
6199	0	0	0	0	0	0	0
6200	6.6	8	7	87	3.7	200	70
6201	5.4	7	4	57	0	0	0
6202	7.3	64	56	87	3.7	332	74
6203	3.9	15	3	20	2.9	1450	44
6204	4.3	14	4	28	2.4	857	36
6205	5.6	7	3	42	2.8	95	29
6206	7.2	49	42	85	3.8	56733	90
6207	5.9	25	17	68	3.1	349	44
6208	0	4	1	25	0	0	0
6209	0	4	1	25	0	0	0
6210	0	0	0	0	0	0	0
6211	7.3	157	145	92	3.8	188655	80
6212	4.7	144	49	34	3.1	17625	60
6213	5	148	50	33	3.4	24615	72
6214	0	0	0	0	0	0	0
6215	6.4	108	73	67	3.2	2829	52
6216	7.5	97	83	85	4	1773	88
6217	5.9	72	35	48	3.5	1184	68
6218	7.2	147	125	85	3.2	49098	69
6219	4.7	143	44	30	3	5362	51
6220	6.2	124	80	64	2.9	3602	49
6221	4.7	17	5	29	3.1	152	40
6222	4.6	23	6	26	3.3	5783	61
6223	4.7	77	28	36	3.5	14251	74
6224	7	30	26	86	3.6	242	72
6225	6.2	14	11	78	3.7	879	75
6226	7.2	9	8	88	3.9	286	83
6228	7.4	14	13	92	3.8	815	83
6229	7.5	25	23	92	3.9	1567	83
6230	7.4	24	21	87	3.4	1003	62
6231	0	2	2	100	0	0	0
6232	6.6	10	9	90	0	0	0
6233	8.1	20	19	95	3.9	1132	86
6234	6	14	9	64	0	0	0
6235	7.5	14	14	100	4.1	1867	90
6236	6.3	10	7	70	0	0	0
6237	7.3	8	7	87	0	0	0
6238	5.4	17	9	52	2.8	3609	45
6239	6	148	91	61	3.2	38002	55
6240	4.4	11	2	18	2.8	845	32
6241	8.8	8	8	100	3.8	644	82
6242	0	0	0	0	0	0	0
6243	3.6	14	0	0	3.2	2782	55
6244	7.9	12	11	91	4.1	1353	91
6245	0	3	3	100	0	0	0
6246	\N	\N	\N	\N	\N	\N	\N
6247	0	0	0	0	0	0	0
6248	7.4	25	20	80	3.7	545	72
6249	2.6	87	6	6	2.7	8176	44
6250	\N	\N	\N	\N	\N	\N	\N
6251	6.3	74	54	72	3.4	1599	66
6252	3.7	122	17	13	2.6	4839	36
6254	8	23	21	91	4	2109	88
6255	7.5	47	46	97	4.1	1345	89
6256	0	2	2	100	0	0	0
6257	5.2	24	12	50	3.6	513	64
6258	8.3	12	12	100	3.8	470	77
6259	5.7	76	41	53	3.7	22360	82
6260	7	12	11	91	3.3	1641	60
6261	5.8	10	5	50	3.5	661	71
6262	6.6	27	17	62	3.5	432	67
6263	4.5	141	30	21	3.2	9571	66
6264	5.3	150	63	42	2.7	16895	41
6265	4.8	116	35	30	2.8	5662	51
6266	4.8	103	35	33	3.2	68538	67
6267	5.6	87	42	48	2.9	572	37
6268	7.9	105	101	96	3.8	1155	81
6269	6.3	14	10	71	3.8	65	81
6270	5.8	17	9	52	4.1	4853	87
6271	8.6	22	22	100	4.1	2313	90
6272	6.8	12	10	83	3.9	140	82
6273	8.5	28	28	100	4	1654	87
6274	3.3	16	2	12	2.6	340	19
6275	0	3	0	0	3.2	289	48
6276	0	2	2	100	0	0	0
6277	7	14	12	85	3.3	254	49
6278	6.6	40	29	72	3.3	437	59
6279	6.8	138	107	77	3.2	1301	58
6280	4	129	14	10	3.4	15785	68
6281	6.6	184	131	71	3.1	27495	63
6282	0	0	0	0	0	0	0
6283	6.3	69	45	65	3.9	8587	89
6284	5.2	63	27	42	3.7	483	73
6285	5.3	87	31	35	3	1220	44
6286	8	92	90	97	4	2471	90
6287	5.1	188	81	43	3.3	70407	66
6288	7	95	76	80	3.6	1992	76
6289	7.1	94	76	80	3.3	1345	60
6290	3.3	77	13	16	3.2	25214	68
6291	7.6	67	58	86	4.1	4008	90
6292	6.2	16	12	75	3.3	388	58
6293	5.3	61	27	44	3.1	728	44
6294	4.3	130	28	21	2.9	13789	50
6295	3.7	47	6	12	2.8	1064	43
6296	7.4	171	150	87	3.6	7120	81
6297	7	132	102	77	3.3	16191	72
6298	4.6	91	27	29	2.6	6955	54
6299	8.2	126	121	96	4	1576	85
6300	6.3	10	7	70	4.3	1010	92
6301	8.4	30	28	93	3.8	5295	82
6302	0	4	2	50	0	0	0
6303	0	2	1	50	0	0	0
6304	4	10	2	20	3.1	1960	56
6305	7.5	29	25	86	3.5	5957	70
6306	6.9	59	52	88	4	998	88
6307	6.9	8	7	87	3.8	322	67
6308	5.2	14	7	50	2.8	875	32
6309	4.6	10	3	30	2.9	355	33
6310	0	2	1	50	2.9	313	40
6311	4.6	41	11	26	3.6	2400	74
6312	0	3	3	100	0	0	0
6313	3.5	8	1	12	2.8	481	33
6314	5	17	6	35	3	1603	56
6315	3.9	16	2	12	3.1	1616	51
6316	4.7	19	7	36	0	0	0
6317	0	0	0	0	0	0	0
6318	3.2	14	1	7	2.7	603	36
6319	0	0	0	0	0	0	0
6320	4.3	23	7	30	2.6	1017	29
6321	5.5	47	23	48	3.1	4439	72
6322	6.3	150	106	70	3.4	3860	69
6323	6.4	166	103	62	3.4	21479	76
6324	4.5	95	27	28	2.7	901	32
6325	4.2	86	30	34	2.2	744	28
6326	5.5	66	31	46	3.1	795	45
6327	6.7	30	23	76	3.8	1167	80
6328	5	47	18	38	3.8	736	79
6329	\N	\N	\N	\N	\N	\N	\N
6330	5.4	51	22	43	2.9	1615	35
6331	7.3	30	26	86	3.8	4332	82
6332	5.4	96	38	39	2.7	32236	57
6333	7.4	221	194	87	3.7	110058	84
6334	6.9	85	69	81	3.3	652	62
6335	6.4	112	71	63	3.6	1196	73
6336	7.6	27	25	92	3.9	152	81
6337	7	93	73	78	3.5	1339	71
6338	4.5	124	35	28	3.2	35165	63
6339	7.5	109	100	91	3.7	1127	79
6340	5.9	44	27	61	3.3	234	51
6341	6.3	134	86	64	3.4	2043	64
6342	5.9	89	52	58	3.3	57286	68
6343	6.1	38	30	78	3.3	157	57
6344	7	46	41	89	3.6	2003	71
6345	4.8	14	6	42	3.4	2567	64
6346	5.9	7	6	85	0	0	0
6347	0	4	1	25	0	0	0
6348	0	3	1	33	3.4	1507	66
6349	4	6	2	33	0	0	0
6350	7.2	17	16	94	4.1	25837	89
6351	5.4	10	7	70	0	0	0
6352	0	0	0	0	0	0	0
6353	0	4	0	0	3.2	251	55
6354	5.6	6	3	50	0	0	0
6355	0	4	4	100	0	0	0
6356	6.9	11	9	81	0	0	0
6357	6.7	15	11	73	3.8	2979	82
6358	7	10	8	80	3.6	1732	73
6365	6.8	233	171	73	3.4	124014	74
6366	7.4	59	51	86	3.5	898	70
6367	8.3	5	5	100	3.3	44	67
6368	6.8	37	32	86	3.3	411	59
6369	4.4	18	8	44	3.5	319	64
6370	6.5	89	68	76	3.9	9251	85
6371	3.6	37	6	16	3.4	3562	65
6373	4.5	190	44	23	3.2	369422	56
6374	4.9	126	44	34	2.9	2546	42
6375	7.1	45	37	82	4	397	88
6376	6.6	84	64	76	3.9	757	82
6377	8.5	198	195	98	3.8	252174	80
6378	6.4	178	129	72	3.6	103062	79
6379	4.3	77	31	40	3.1	24686	63
6380	8.4	146	142	97	3.9	2794	87
6382	6.7	77	56	72	4.1	1005	88
6383	4.8	155	56	36	3.1	176485	59
6384	4.8	43	12	27	3.6	697	66
6385	7.7	143	129	90	3.8	9564	87
6386	6.5	6	4	66	0	0	0
6387	6.5	5	3	60	0	0	0
6388	0	0	0	0	0	0	0
6390	0	4	4	100	0	0	0
6391	0	0	0	0	0	0	0
6392	6.9	14	12	85	0	0	0
6394	0	4	4	100	0	0	0
6395	0	1	0	0	0	0	0
6396	5.7	17	10	58	3	1086	41
6397	6.6	9	7	77	3.8	73	76
6398	5.8	6	3	50	0	0	0
6400	0	3	2	66	0	0	0
6401	6.1	19	14	73	3.7	1553	75
6402	6	8	5	62	3.6	119	67
6403	7.7	18	18	100	3.8	683	79
6404	7.8	11	11	100	3.6	726	74
6405	0	0	0	0	0	0	0
6406	5.2	9	4	44	0	0	0
6407	6.4	5	4	80	0	0	0
6408	0	2	2	100	0	0	0
6409	8.4	5	5	100	0	0	0
6410	6.7	21	18	85	3.2	1578	59
6411	6.1	5	4	80	0	0	0
6412	7.7	16	16	100	0	0	0
6413	5.6	18	11	61	3.1	713	53
6414	0	4	3	75	0	0	0
6415	6.9	11	8	72	3.6	467	68
6416	0	3	3	100	0	0	0
6417	2.4	5	0	0	0	0	0
6419	5.8	15	11	73	3.1	465	43
6421	5.1	6	2	33	0	0	0
6422	0	3	3	100	0	0	0
6423	5.2	9	4	44	2.9	1027	51
6424	3.4	15	2	13	2.8	3494	56
6425	3.8	13	3	23	3	1793	54
6426	7.8	10	10	100	0	0	0
6427	0	0	0	0	0	0	0
6428	6.3	8	6	75	3.5	3250	69
6429	8.2	16	16	100	3.8	1273	84
6430	6.1	28	20	71	3.6	27	60
6431	0	3	3	100	0	0	0
6432	0	4	2	50	0	0	0
6433	8.9	21	20	95	4.1	2142	88
6434	0	2	1	50	0	0	0
6435	0	3	1	33	0	0	0
6436	6.3	34	26	76	3.5	5072	76
6437	6.2	6	5	83	0	0	0
6438	0	3	2	66	0	0	0
6439	6.5	215	142	66	3.3	108730	69
6440	7.6	50	45	90	3.9	12267	88
6441	5.5	8	5	62	3.8	2265	79
6442	7.5	15	14	93	3.6	1565	74
6443	6.8	7	7	100	0	0	0
6445	5	5	2	40	0	0	0
6446	0	4	4	100	0	0	0
6447	0	3	3	100	0	0	0
6448	4.8	115	34	29	3	7566	48
6449	4.8	8	3	37	3.6	330	73
6450	7	7	6	85	0	0	0
6451	6	8	5	62	3.4	651	61
6452	7.2	15	13	86	3.8	1470	84
6453	7.6	15	14	93	3.6	320	72
6454	6.4	14	9	64	0	0	0
6455	4.7	6	2	33	0	0	0
6456	7.9	6	6	100	3.7	342	78
6457	0	4	3	75	0	0	0
6458	0	4	4	100	0	0	0
6459	7	6	5	83	0	0	0
6460	7.4	25	22	88	4	1771	88
6461	8.5	56	54	96	4	27203	91
6462	0	4	1	25	3.6	1146	72
6463	6.9	5	4	80	3.7	350	77
6464	4.3	26	8	30	2.7	7419	60
6465	0	3	3	100	0	0	0
6466	6.7	19	15	78	3.4	1551	64
6467	8.3	30	30	100	3.9	498	87
6468	4.8	13	4	30	2.7	1243	35
6469	0	1	0	0	0	0	0
6470	5.2	5	3	60	0	0	0
6471	7.1	5	5	100	3.2	256	60
6472	0	3	3	100	0	0	0
6473	5.5	5	3	60	2.8	382	29
6474	6.1	15	8	53	3.6	202	63
6475	4.5	8	2	25	2.9	523	45
6476	7.7	163	148	90	3.5	4409	76
6477	6.9	9	7	77	0	0	0
6478	5.8	7	5	71	3.4	951	66
6479	\N	\N	\N	\N	\N	\N	\N
6480	7.6	9	9	100	0	0	0
6481	4.6	94	32	34	3.5	12595	78
6482	2.8	116	12	10	2.4	17380	37
6483	2.8	59	5	8	2	6715	39
6484	4.7	158	47	29	2.6	6121	32
6485	5	83	33	39	2.9	2842	47
6486	5.5	82	33	40	3	615	45
6487	5.5	55	27	49	3.5	659	62
6488	5.8	66	37	56	3.1	1234	49
6489	0	4	1	25	2.7	164	33
6490	7.3	31	29	93	3.5	124	65
6491	0	0	0	0	0	0	0
6492	5.5	34	15	44	3.8	77	73
6493	3.7	131	14	10	2.8	7767	42
6494	4.6	39	15	38	2.3	8	0
6495	0	4	4	100	0	0	0
6496	0	0	0	0	0	0	0
6497	6.4	5	4	80	0	0	0
6498	0	2	0	0	3.4	129	58
6499	0	4	3	75	0	0	0
6500	0	0	0	0	0	0	0
6502	7.3	200	177	88	3.6	107149	82
6503	5	171	74	43	3	33126	54
6504	\N	\N	\N	\N	\N	\N	\N
6505	5.4	6	3	50	0	0	0
6506	6.2	32	18	56	3.7	2062	74
6507	4.4	5	1	20	0	0	0
6508	6.7	137	108	78	3.5	60915	74
6509	9.2	16	16	100	4.1	1799	89
6510	5	28	16	57	3	516	37
6511	0	1	1	100	0	0	0
6512	4.7	6	3	50	0	0	0
6513	0	2	2	100	0	0	0
6514	\N	\N	\N	\N	\N	\N	\N
6515	9	5	5	100	0	0	0
6516	7.1	48	41	85	3.2	33076	70
6517	8.2	54	53	98	3	22954	54
6518	4.3	11	3	27	3	858	50
6519	4.9	131	38	29	3.2	80127	58
6520	\N	\N	\N	\N	\N	\N	\N
6521	4.9	8	3	37	3	481	44
6522	6.2	15	9	60	3.5	622	71
6523	4.2	15	2	13	2.7	1578	36
6524	6.8	7	6	85	0	0	0
6525	2.8	28	2	7	2.9	2410	46
6526	5.8	8	5	62	3.6	1375	73
6527	0	3	1	33	0	0	0
6528	6.6	5	4	80	0	0	0
6529	6.7	5	4	80	0	0	0
6530	7.8	29	26	89	4	3556	87
6531	5.6	8	6	75	3.3	530	54
6532	0	3	2	66	2.9	358	37
6533	7.1	33	30	90	3.9	2794	87
6534	6.1	210	138	65	3.6	124298	75
6535	4.8	147	55	37	2.9	41399	57
6536	5.6	119	54	45	3.1	9338	57
6537	6.6	195	137	70	3.2	42333	54
6538	7.1	148	125	84	3.3	5988	65
6539	7.1	196	153	78	3.9	297546	86
6540	6.2	42	25	59	3.7	461	75
6541	4	174	30	17	3	42753	54
6542	7	62	54	87	4	791	87
6543	5.8	54	28	51	3.6	173	68
6544	6.5	60	46	76	3	76	35
6545	6.7	81	65	80	3.7	1744	76
6546	5.6	44	24	54	3.6	424	72
6547	5.9	99	56	56	3.5	992	68
6548	4.1	154	36	23	3.6	76903	80
6549	4.5	92	26	28	3.1	6783	64
6550	4.8	115	38	33	2.9	21762	54
6551	4.2	18	7	38	3.3	718	58
6552	7.8	138	130	94	3.6	6668	79
6553	6.8	32	26	81	3.5	350	67
6554	5.1	52	23	44	3.3	1027	62
6555	6.8	40	29	72	3.1	37	60
6556	6.1	26	15	57	3.6	398	72
6557	3.8	139	20	14	3.4	86633	72
6558	3.8	11	1	9	2.8	3986	49
6559	3.9	9	3	33	3.1	9092	62
6560	3	15	0	0	2.6	545	26
6561	7.1	18	16	88	0	0	0
6562	0	3	3	100	0	0	0
6563	4	77	19	24	3	954	46
6564	4.5	163	39	23	3.1	34884	60
6565	0	0	0	0	0	0	0
6566	0	0	0	0	0	0	0
6567	6.6	110	79	71	3.4	3099	70
6568	6	100	62	62	3.5	3093	70
6569	4.5	25	9	36	2.6	446	34
6570	5.4	48	21	43	3.4	312	57
6571	7	69	55	79	3.9	1360	86
6572	4.6	6	1	16	3	906	43
6573	6.9	16	13	81	3.6	906	72
6574	2.8	6	0	0	0	0	0
6575	6.6	47	37	78	3.8	199	78
6576	0	3	2	66	0	0	0
6577	0	1	1	100	0	0	0
6578	6.4	20	15	75	3.4	784	66
6579	7.7	17	16	94	4	1286	88
6580	0	2	2	100	0	0	0
6581	7.6	21	20	95	3.5	1066	70
6582	4.6	12	6	50	0	0	0
6583	0	1	0	0	3.6	841	72
6584	7	18	16	88	0	0	0
6585	6.7	5	4	80	0	0	0
6586	5.8	149	83	55	3.4	73646	72
6587	0	0	0	0	0	0	0
6588	5.4	72	34	47	3.3	642	51
6589	0	0	0	0	0	0	0
6590	5.2	6	3	50	3.3	685	59
6591	7.6	143	129	90	3.9	3422	87
6592	7.2	93	79	84	3.2	653	54
6593	7	140	123	87	2.9	73112	60
6595	5.4	162	77	47	3.1	23455	63
6596	5.2	133	49	36	2.5	3545	25
6597	5.9	28	16	57	3.3	1979	55
6598	6.9	77	63	81	4.1	1308	91
6599	7.6	13	13	100	4.1	471	88
6600	7	8	8	100	0	0	0
6601	5.4	110	53	48	2.9	3337	52
6602	\N	\N	\N	\N	\N	\N	\N
6603	7.6	25	21	84	4.3	5676	92
6604	6.5	10	8	80	4.1	399	84
6605	0	3	3	100	4	91	88
6607	0	2	2	100	0	0	0
6608	0	0	0	0	0	0	0
6609	8.4	27	25	92	4.1	1125	86
6610	8	18	17	94	3.5	670	67
6611	8.9	25	24	96	4.3	1981	93
6612	6	5	2	40	0	0	0
6613	5.4	17	9	52	3.1	307	43
6614	5.6	17	10	58	3.3	2330	60
6615	4.9	152	62	40	2.9	31156	60
6616	3.1	71	6	8	3.5	8588	79
6617	6.8	170	134	78	3.5	8881	80
6618	7.1	87	79	90	3.7	17693	82
6619	3.8	108	14	12	3.1	32370	64
6620	8.3	178	167	93	3.7	9157	85
6622	6.9	36	28	77	3.7	239	71
6623	5.6	45	26	57	3.2	457	55
6624	5.1	99	38	38	2.6	21724	41
6625	3.6	10	1	10	2.8	2929	53
6626	5.8	7	4	57	2.9	263	36
6627	0	2	0	0	0	0	0
6628	0	0	0	0	0	0	0
6629	4.3	148	37	25	2.8	39495	54
6630	0	2	2	100	0	0	0
6631	\N	\N	\N	\N	\N	\N	\N
6633	0	0	0	0	0	0	0
6634	0	1	0	0	0	0	0
6635	0	2	1	50	0	0	0
6636	6.8	26	23	88	3.5	2781	75
6637	0	0	0	0	0	0	0
6638	0	2	1	50	3.7	550	73
6639	7.8	17	16	94	0	0	0
6641	6.9	37	26	70	3.8	1347	78
6642	4.3	6	2	33	0	0	0
6643	9.6	34	34	100	4.4	3458	94
6644	7.7	12	11	91	4.1	525	84
6645	7	56	50	89	3.6	7990	73
6646	6.1	22	15	68	0	0	0
6647	5.7	30	17	56	3.6	262	70
6648	7	40	34	85	3.6	318	71
6649	5.7	6	4	66	0	0	0
6650	8.8	26	26	100	4.3	2828	93
6651	4	14	4	28	3.1	670	46
6652	6.8	6	5	83	3.2	1890	50
6653	4.1	9	1	11	0	0	0
6654	0	0	0	0	0	0	0
6655	0	4	3	75	0	0	0
6656	0	1	0	0	0	0	0
6657	6.8	10	9	90	0	0	0
6658	7.3	157	145	92	3.8	188655	80
6659	7	24	21	87	3	16973	63
6660	9.1	41	40	97	4.2	2989	89
6661	7	9	8	88	3.2	135	40
6662	4.1	139	31	22	3	52976	59
6663	7.1	17	14	82	3.4	5835	80
6664	6	31	22	70	3.1	18349	65
6665	7.7	42	39	92	3.6	8598	76
6666	8.4	38	37	97	4.2	3780	90
6667	7.8	16	14	87	3.8	380	82
6668	7.4	79	70	88	4.1	2770	88
6669	8.6	30	30	100	4.5	5818	96
6670	0	4	3	75	0	0	0
6671	7.6	13	12	92	4	986	87
6672	6.9	25	20	80	4.3	673	91
6673	0	2	1	50	0	0	0
6674	0	0	0	0	0	0	0
6675	0	1	1	100	0	0	0
6676	7.7	12	12	100	4.1	260	85
6678	4.6	12	3	25	3	1026	44
6679	5.8	14	6	42	3.7	350	74
6680	7.1	17	14	82	3.8	355	63
6681	5.4	21	13	61	3.8	1085	76
6682	7.2	88	76	86	3.8	80150	74
6683	5.2	157	61	38	3.9	67139	89
6684	7.1	15	11	73	4	1986	83
6685	2.9	52	5	9	2.3	826	28
6686	3.9	122	22	18	2.7	7847	42
6687	2.4	66	6	9	2.5	6043	32
6688	7.3	37	36	97	3.7	349	81
6689	5.1	57	24	42	3.2	1504	52
6690	5.1	29	11	37	3.5	1529	66
6691	5.1	103	37	35	2.8	14077	37
6692	6.6	47	37	78	3.8	199	78
6693	6.1	16	13	81	3.4	203	70
6694	6.6	21	20	95	3.1	56	22
6695	4.2	119	26	21	2.8	17496	53
6696	5	45	18	40	3.2	1101	57
6697	3.8	19	3	15	3.8	954	73
6698	3.1	13	0	0	3.1	258	38
6699	5.7	74	38	51	3.1	886	45
6700	5	41	19	46	3.5	1042	66
6701	4.1	19	4	21	3.1	1008	45
6702	4.5	114	26	22	2.8	8342	52
6703	\N	\N	\N	\N	\N	\N	\N
6704	5.5	21	11	52	3.7	861	79
6705	4.4	75	20	26	3.5	6775	77
6706	0	0	0	0	0	0	0
6707	5.9	134	84	62	2.6	15690	45
6708	7.1	180	148	82	3.3	14261	76
6709	6.3	159	108	67	3.2	31247	66
6710	6.2	32	23	71	3.6	2069	74
6711	8.4	215	203	94	3.6	84187	84
6712	4.6	10	5	50	2.9	329	40
6713	7.6	49	45	91	4.1	4498	87
6714	6.7	37	30	81	3.9	2855	80
6715	0	1	0	0	0	0	0
6716	6	5	4	80	0	0	0
6717	6.6	13	8	61	3.9	316	88
6718	4.8	9	4	44	3	845	47
6719	0	1	0	0	0	0	0
6720	4.5	15	4	26	2.9	2235	46
6721	7.3	25	22	88	3.8	4888	85
6722	6.9	14	13	92	3.8	3504	82
6723	6	8	5	62	0	0	0
6724	8.4	29	26	89	4	3053	91
6725	2.9	20	3	15	2.9	1491	52
6726	7.3	27	23	85	3.5	333	70
6727	7.5	24	21	87	3.7	829	78
6728	6.1	5	4	80	0	0	0
6729	6.2	5	3	60	2.9	265	32
6730	4.1	8	4	50	3.6	2494	73
6731	6.5	27	21	77	3.5	16164	72
6732	5.9	16	8	50	0	0	0
6733	7.7	52	50	96	3.4	322	63
6734	4.6	25	6	24	2.6	2632	30
6735	5.8	12	6	50	3.8	33	80
6736	2.6	57	5	8	3.3	46137	61
6737	4.1	14	4	28	2.9	303	42
6738	6.2	6	4	66	0	0	0
6739	0	2	0	0	0	0	0
6740	0	1	0	0	2.7	1322	36
6741	6.1	7	5	71	3.3	590	57
6742	0	4	3	75	3	387	44
6743	7.3	27	24	88	3.5	35715	70
6744	3.4	10	1	10	0	0	0
6745	0	0	0	0	0	0	0
6746	4.3	10	3	30	0	0	0
6747	5.9	13	8	61	2.9	2408	47
6748	7	14	11	78	3.5	2752	65
6749	0	0	0	0	0	0	0
6750	5.2	130	53	40	2.9	4837	45
6751	3.8	108	13	12	2.6	4032	31
6752	5.4	105	44	41	3.2	5134	69
6753	6.1	132	78	59	3.7	13936	83
6754	4.7	155	47	30	3.6	101467	82
6755	6.8	102	80	78	3.6	14170	78
6756	6	105	61	58	3.2	515	50
6757	5.5	75	36	48	2.9	692	43
6759	5.7	36	17	47	3	925	39
6760	4.9	102	38	37	3.3	2558	55
6761	7.4	49	42	85	4	721	82
6762	6.8	41	36	87	3.7	822	74
6763	5	104	38	36	2.9	11260	46
6764	6.4	143	102	71	3.3	18070	72
6765	6.2	143	87	60	3.4	14219	77
6766	5	7	3	42	3	37	50
6768	5.2	61	27	44	3.7	2529	76
6769	4.7	72	23	31	3.3	1531	64
6770	0	0	0	0	0	0	0
6771	0	0	0	0	0	0	0
6772	8.1	58	56	96	4.1	1542	89
6773	0	0	0	0	0	0	0
6774	7.1	44	35	79	3.6	9415	79
6775	7.3	42	38	90	4.1	552	90
6776	7.9	59	56	94	4.2	4800	90
6777	7.7	19	17	89	4	2099	90
6778	6.4	5	4	80	4.2	163	87
6779	4.5	5	2	40	0	0	0
